{0000}	                     INN[6]
{2541}	 Hey mate, step right up![1] 10 coins to do some Goomba[1] thumping. How about it?[2] [7]  (Sure, why not?)[1] [7]  (I'll save it for another day)[0]
{2542}	[4] You know the rules?[2] [7]  (Sure do)[1] [7]  (Nope)[0]
{2543}	[4] Thump a Goomba, get 1 pt.[1] Thump Spikey, and lose 1 pt.[1] Thump a gold Goomba, get 3 pts.[3] If you get more than [28][0] pts.,[1] you get a prize. Want a recap?[2]  [7]  (No thanks)[1]  [7]  (Just once more)[0]
{2544}	KNIFE GUY: Hee hee hee hee...[2] I'm...really, REALLY sorry[1] about before...[3] Here, I'll make it up to ya![1] Hee haaaaw...[0]
{2545}	KNIFE GUY: Are we having[1] fun, yet?...Hee hee hee.[0]
{2546}	 Okay! That was just practice.[1] This time it's for REAL.[1] Ya up to it?!...Hee hee...[2] [7]  (Of course)[1] [7]  (No thanks, bud)[0]
{2547}	KNIFE GUY: Wanna play?...[2] [7]  (You bet)[1] [7]  (Nope)[0]
{2548}	[4] Guess which hand the yellow[1] ball is in...IF YOU CAN![1] Now watch carefully...[0]
{2549}	[4] Come on, come on...[1] Don't be such a poor sport.[0]
{2550}	KNIFE GUY: So which hand is[1] it in? Touch the hand you think[1] is holding the ball.[6]
{2551}	[4] VERY GOOD![1] Here, a prize goes to the winner![0]
{2552}	[4] Hee hee hee...WRONG!![2] It's this hand! YOU LOSE!![1] Let's do this again sometime.[0]
{2553}	[4] It's not so bad being stuck[1] in this room...[2] It's not like I get lonely[1] or anything like that.[0]
{2554}	[1]                  Mario![13][64][6]
{2555}	[4] Press A and B alternately along[1] with the rhythm. The tighter the[1] rhythm, the faster you go![0]
{2556}	[4] Press the Y Button during a[1] race to eat a Cookie. Its energy[1] will help you go faster![0]
{2557}	[4] Want instructions again?[2] [7]  (Yeah, help me out)[1] [7]  (No thanks, I'm fine)[0]
{2558}	TOAD: Now THAT was really scary![1] Everyone's hiding in the[1] Princess' bedroom.[3] I and some others couldn't[1] escape in time.[1] I hope no one got hurt...[0]
{2559}	 Never mind that, guess what I[1] found?! It's a gold coin![1] A GOLD COIN! And it's all MINE![0]
{2560}	SNIFIT 1: Hello there.[2] Booster's busy right now, so he[1] can't play.[3] Come back some other time, or you[1] can try to force your way in...[0]
{2561}	[1]           Booster the First[0]
{2562}	[1]          Booster the Second[0]
{2563}	[1]           Booster the Third[0]
{2564}	[1]          Booster the Fourth[0]
{2565}	[1]           Booster the Fifth[0]
{2566}	[1]           Booster the Sixth[0]
{2567}	        Found the “Elder Key”![0]
{2568}	 What's the big rush?[0]
{2569}	 I'm Booster and this is my[1] famous tower of amusement.[2] Normally I welcome visitors to[1] play with me and my Snifits.[3] However, a girl fell out of the[1] sky and into my lap, recently.[3] Since then, I've been busy keeping[1] her happy and entertained.[3] I no longer have the time to play.[1] So please enjoy yourself...[1] at your own risk, that is![0]
{2570}	 Halt! Who goes there?[2] A trespasser![3] This castle now belongs to us,[1] the “Smithy Gang”.[3] It's our first step towards taking[1] over this world![3] And if it weren't for nosey[1] characters like YOU...[2] We'd practically OWN this world![3][1]   [12][12]So let's see you deal with THIS![0]
{2571}	BOOSTER:[1] I wonder when my next bride will[1] fall from the sky?[0]
{2572}	SNIFIT 2: Please refrain[1] from bothering Booster.[0]
{2573}	         Found a “Flower Tab”[0]
{2574}	HINOPIO:[1] Welcome to the item shop![0]
{2575}	HINOPIO:[1] Welcome to the item shop![0]
{2576}	HINOPIO:[1] Welcome to the inn![2] 30 coins will get you a room.[1]  [7] (Okay)[1]  [7] (No thanks)[0]
{2577}	HINOPIO:[1] Welcome to the armor shop![0]
{2578}	 You don't have enough coins.[2] Come back when you get more.[0]
{2579}	 You can't stay?[1] Oh, all right...[0]
{2580}	 You're staying?[2] Great![1] I'll get everything ready for you.[0]
{2581}	HINOPIO: Morning![1] Now wasn't that a cushy bed?[0]
{2582}	TOADOFSKY: Finally![1] My song is nearly complete.[3] But I must confess that you[1] contributed a lot to it.[3] We can all take credit for it![3] Now you must think of a final[1] phrase that will wrap it all up.[3] Let your creative juices flow and[1] show me whatcha got![0]
{2583}	JAGGER: It's not like Mario to[1] run away from a fight. So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2584}	JAGGER: It's not like Mario to[1] run away from a fight. So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2585}	JAGGER: It's not like Mario to[1] run away from a fight. So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2586}	JAGGER: It's not like Mario to[1] run away from a fight. So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2587}	JAGGER: It's not like Mario to[1] run away from a fight. So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2588}	JAGGER: It's not like Mario to[1] run away from a fight. So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2589}	JAGGER: It's not like Mario to[1] run away from a fight. So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2590}	JAGGER: It's not like Mario to[1] run away from a fight. So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2591}	JAGGER: It's not like Mario to[1] run away from a fight. So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2592}	JAGGER: It's not like Mario to[1] run away from a fight. So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2593}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2594}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2595}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2596}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2597}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2598}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2599}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2600}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2601}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2602}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2603}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2604}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2605}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2606}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2607}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2608}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2609}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2610}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2611}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2612}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2613}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2614}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2615}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2616}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2617}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2618}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2619}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2620}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2621}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2622}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2623}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2624}	 So, the “Super Jump” is your[1] specialty right?[3] Those multiple jumps of yours[1] are pretty amazing![3] I heard that your record for[1] consecutive jumps stands at [28][0].[1] How DO you do it?[0]
{2625}	 Jump more than 30 times in a row,[1] and I'll give you a prize![0]
{2626}	 Yeah, if you could do that, you'd[1] deserve a prize![0]
{2627}	 I heard your record for jumping[1] stands at [28][0] right now.[0]
{2628}	 Think you can do 30 in a row?[0]
{2629}	 Wow, you did it![1] You made over 30 jumps.[3] All right, here's your prize.[0]
{2630}	       Got an “Attack Scarf”![0]
{2631}	 According to my source, it's[1] impossible to jump more than[1] 100 times.[3] You've proven your point, so[1] let's give this competition a[1] rest![0]
{2632}	 Super Jumps are old hat now![1] You've earned the title of[1] “Master Super Jumper” ![0]
{2633}	          Got a “Super Suit”![0]
{2634}	 Sometimes if you jump at the right[1] places, a treasure box will pop[1] out of thin air.[3] Anything like this happen to you?[3] These treasure boxes are known as[1] “Surprise Boxes”, because they[1] appear out of nowhere.[0]
{2635}	 You think you've found them all,[1] but there are still [28][0] left.[0]
{2636}	 Wow, you've found them all.[0]
{2637}	 Welcome to The Juice Bar![3] Are you a card member?[2] Even Toadofsky has a membership[1] here![0]
{2638}	 Welcome to The Juice Bar![3] Are you a card member?[2] Even Toadofsky has a membership[1] here![0]
{2639}	 Welcome to The Juice Bar![3] Are you a card member?[2] Even Toadofsky has a membership[1] here![0]
{2640}	 Welcome to The Juice Bar![3] Are you a card member?[2] Even Toadofsky has a membership[1] here![0]
{2641}	 Welcome to The Juice Bar![3] Are you a card member?[2] Even Toadofsky has a membership[1] here![0]
{2642}	 Welcome to The Juice Bar![3] Are you a card member?[2] Even Toadofsky has a membership[1] here![0]
{2643}	 Welcome to The Juice Bar![3] Are you a card member?[2] Even Toadofsky has a membership[1] here![0]
{2644}	 Welcome to The Juice Bar![3] Are you a card member?[2] Even Toadofsky has a membership[1] here![0]
{2645}	 Welcome to The Juice Bar![3] Are you a card member?[2] Even Toadofsky has a membership[1] here![0]
{2646}	 Welcome to The Juice Bar![3] Are you a card member?[2] Even Toadofsky has a membership[1] here![0]
{2647}	 Welcome to The Juice Bar![3] Are you a card member?[2] Even Toadofsky has a membership[1] here![0]
{2648}	 Welcome to The Juice Bar![3] Are you a card member?[2] Even Toadofsky has a membership[1] here![0]
{2649}	 Welcome to The Juice Bar![3] Are you a card member?[2] Even Toadofsky has a membership[1] here![0]
{2650}	 Welcome to The Juice Bar![3] Are you a card member?[2] Even Toadofsky has a membership[1] here![0]
{2651}	 Welcome to The Juice Bar![3] Are you a card member?[2] Even Toadofsky has a membership[1] here![0]
{2652}	 Welcome to The Juice Bar![3] Are you a card member?[2] Even Toadofsky has a membership[1] here![0]
{2653}	 Welcome to The Juice Bar![3] Are you a card member?[2] Even Toadofsky has a membership[1] here![0]
{2654}	 Welcome to The Juice Bar![3] Are you a card member?[2] Even Toadofsky has a membership[1] here![0]
{2655}	 May I help you?[0]
{2656}	 Sorry, you're limited to this menu[1] if you don't have a current[1] membership card.[0]
{2657}	 Ah! An “Alto Card” holder![2] What would you like?[0]
{2658}	 Hmm.[1] A “Tenor Card” holder, huh?[2] What'll it be?[0]
{2659}	 Wow, a “Soprano Card” holder![2] What can I get you?[0]
{2660}	 Can't wait to graduate from music[1] school and start composing![0]
{2661}	 I haven't had one made yet.[0]
{2662}	 I've got this dream...[2] of becoming a composer...[3] I want to be as famous as[1] Toadofsky![0]
{2663}	 My favorite song?[0]
{2664}	 It's Frogfucius' suite #18.[1] [37]“So La Mi Re Do Re Do Re”.[1] Toadofsky's fond of it, too![0]
{2665}	 It's the Moleville miners' song,[1] [37]“Mi Do So Do Re La Ti Do”.[1] It's got soul![0]
{2666}	 You're a first timer, aren't you?[2] Listen up. The green coins you find[1] periodically are Frog Coins.[3] Accumulate them and you can buy[1] items at Tadpole Pond.[0]
{2667}	 Hi![1] Welcome to Tadpole Pond.[2] Who are you?[0]
{2668}	 It's the song that the Monstro[1] Town star dances to.[0]
{2669}	 Mallow, it's you![3] We've heard all about your[1] adventures with Super Mario.[2] You guys beat up Belome, right?[0]
{2670}	MALLOW: You know about that?[3] See Mario, the waterways of[1] the world bring news to us here.[3] That's why Grandpa knows[1] all the news that's fit to hear![0]
{2671}	 Are you really THE Super Mario?[3] Hey everybody![1] You'll never guess who's here![0]
{2672}	 Sorry, Tadpole Pond items are all[1] sold out![3] Thanks for coming by.[0]
{2673}	 Oops, I forgot the rest.[0]
{2674}	 I heard your composition, and it's[1] pretty good.[0]
{2675}	 Hi![1] Can I help you?[0]
{2676}	 He's the real thing![1] But he doesn't look anything like[1] I thought he would...[0]
{2677}	 He's the real thing![1] But he doesn't look anything like[1] I thought he would...[0]
{2678}	 He's the real thing![1] But he doesn't look anything like[1] I thought he would...[0]
{2679}	 He's the real thing![1] But he doesn't look anything like[1] I thought he would...[0]
{2680}	 They DO say he can jump better[1] than a froggie.[1] I wonder if it's only a rumor?[0]
{2681}	FROGFUCIUS: Well, grasshopper...[1] What's new?[0]
{2682}	MALLOW: Grandpa![1] Mario's been helping me![0]
{2683}	FROGFUCIUS: Welcome![5][1] So you are Mario, yes?[1] I am Frogfucius.[3] You have come to seek wisdom[1] from me, have you not?[1] I've been waiting for you![3] Yes, “Old Wise People” can often[1] give good advice...[0]
{2684}	FROGFUCIUS: I know, child.[2] That rainstorm we just had...[1] that was YOU wasn't it?[0]
{2685}	FROGFUCIUS: But how rude of me![1] Let's get more comfortable.[1] Come along and we'll talk.[3][1]        (Clear! Full reverse!)[0]
{2686}	 Tadpoles! Don't just FLOAT there![1] Make yourselves useful![5][1] Form a bridge for Mario.[0]
{2687}	[1]                (Ouch!)[3][1]        (Watch it, up there!)[3](You're SUPPOSED to make me look[1]  like I'm FLOATING here, okay?!)[0]
{2688}	FROGFUCIUS: Yes, come into my[1] sanctuary and partake of my[1] wisdom, children.[0]
{2689}	FROGFUCIUS: Yes, come into my[1] sanctuary and partake of my[1] wisdom, children.[0]
{2690}	FROGFUCIUS: Let's see...[3] That Smithy character that[1] appeared at Bowser's Keep...[1] He is quite formidable, yes?[3] And, Mario, you wish to rescue[1] the princess quickly, do you not?[3] But, oh![1] If only you knew the truth![5][1] Toadstool is no longer there![0]
{2691}	 Patience, young one.[2] Let me explain.[1] Here is what happened...[0]
{2692}	 Whoosh, out of the blue![3] The shock sent the three of you[1] flying.[3] Bowser and Toadstool are still[1] lost, somewhere out there.[2] Now...[0]
{2693}	 You're worried about the princess,[1] but first you need to take care[1] of Smithy.[3] His underlings are wreaking havoc[1] in our world![3] “Mack”, whom you defeated at[1] Mushroom Kingdom, was one of[1] them. More will be coming.[0]
{2694}	MALLOW: Grandpa, I almost forgot[1] to tell ya something![2] We found a star in the castle at[1] Mushroom Kingdom.[1] Do you know why it was there?[0]
{2695}	FROGFUCIUS: A star, eh...[1] ...most interesting.[3] This may sound illogical, but I[1] believe shooting stars can[1] grant wishes...[3] And now more than ever, I believe[1] they will play a vital role in[1] the fight against Smithy.[0]
{2696}	MALLOW: Wow, everything sounds[1] so dire and serious.[3] I guess Mack was only the first[1] of many, Mario. Some of them'll[1] make Bowser seem NICE.[0]
{2697}	 You were rescuing Toadstool from[1] Bowser's Keep.[3] After defeating him, and JUST[1] when you were about to free the[1] princess...[3] You heard a loud “crash”, and[1] saw a huge sword split the sky![0]
{2698}	FROGFUCIUS: Mallow, you speak as[1] if these things do not concern you.[3] You will accompany Mario on his[1] adventure, too.[0]
{2699}	MALLOW: Grandpa![1] What are you talking about?[3] I'm only a simple tadpole![1] This adventure isn't for me![0]
{2700}	FROGFUCIUS: Mallow, my boy,[1] I've kept this from you until now,[5][1] but you're...[3][1]           [12][12][12][12] Not a tadpole!!![0]
{2701}	 I was sitting here one rainy day,[1] enjoying a snack of crickets...[3] When I happened to see a basket[1] floating down from the falls.[3] I peeked inside, and saw a little[1] baby staring right back at me![1] The name “Mallow” was written[3] on his belt. I felt sorry for the[1] little bundle of puff and took him[1] in to raise as my own grandchild.[3] He had powerful magic, and I knew[1] he was more than a piece of fluff.[3] I thought,“Surely, this child must[1] be from some far off land.”[0]
{2702}	MALLOW: Grandpa...[1] You mean, I'm not...a tadpole?[3][12][12]Sniffle...[1]               [12][12]sniffle...[1]                             [12][12]sniffle...[0]
{2703}	FROGFUCIUS: Mallow![2] Now is not the time to cry![3] Go with Mario on his adventure[1] and find your real family.[3] Your real mother and father are[1] out there, somewhere.[0]
{2704}	FROGFUCIUS: (Psst, Mario)[0]
{2705}	 The boy's magic is sure to come in[1] handy on your adventure.[1] You'll take him along, yes?[0]
{2706}	MALLOW: Grandpa![3] I won't cry anymore.[1] I'll go on this adventure with[1] Mario and find my real family![0]
{2707}	[1]            Say WHAT???[1][0]
{2708}	FROGFUCIUS: Then it is settled.[1] You must embark on your adventure[1] immediately.[3] First, go to “Rose Town” where[1] they need your help.[0]
{2709}	 That's right![1] I had forgotten all about it.[3] I will give you something for the[1] Cricket Pie you brought back.[3] [12][43][12][43][12]Ah, I know![1] You shall have the staff I used[1] when I was Mallow's age.[0]
{2710}	FROGFUCIUS:[1] Go to “Rose Town” now, Mallow.[1] Luck be with you![0]
{2711}	FROGFUCIUS: The “Froggie Stick”[1] will come in handy.[2] Do not forget to equip it.[0]
{2712}	FROGFUCIUS: Grasshopper, do you[1] not think it rude to stand on my[1] dining table?[0]
{2713}	 Welcome to the “Frog Coin”[1] emporium![0]
{2714}	TOADOFSKY: Hmmm.[1] Was that your song I just heard?[0]
{2715}	 It won't do at all![1] It is not the masterpiece I am[1] trying to compose![0]
{2716}	 It won't do at all![1] It is not the masterpiece I am[1] trying to compose![0]
{2717}	 You're on your way to composing![0]
{2718}	[1]       So La Mi Re Do Re Do Re [0]
{2719}	TOADOFSKY: You want a music[1] lesson from MOI?[2]  [7] (Yes)[1]  [7] (Nope)[0]
{2720}	 Let's start by reading “notes”.[1] See the five lines?[3] Between the second and third lines[1] from the top, lies “Do”.[3] Keep going up, and the notes are[1] “Do Re Mi”. Go down and you'll[1] get “Do Ti La So Fa”.[0]
{2721}	 Well, be that way![0]
{2722}	              Play notes by[1]       jumping on the tadpoles.[2]        Let's hear your melody.[0]
{2723}	FROGFUCIUS: (Snif) It will be quiet[1] around here with Mallow gone.[2] Maybe a snack will cheer me up.[0]
{2724}	TOADOFSKY:[1] Is that something you composed?[0]
{2725}	 It's not what I'm looking for.[1] It won't do at all.[0]
{2726}	 No, that's not the right melody.[0]
{2727}	 That sort of resembles the melody[1] I'm thinking of.[0]
{2728}	 That's remarkably similar to what[1] I have in mind.[0]
{2729}	 Now that is amazingly close to my[1] dream composition![0]
{2730}	TOADOFSKY: That's it!![3] This is the melody I've been[1] looking for.[1] Thank you for the inspiration![0]
{2731}	 Please take this as a token of my[1] gratitude.[0]
{2732}	 I am the composer, Toadofsky.[3] I am trying to create my next[1] masterpiece but I've got[1] composer's block.[0]
{2733}	  They won't play with strangers,[1] so go and meet Frogfucius first.[0]
{2734}	TOADOFSKY: If I ever need help with[1] my compositions again, I'll look[1] for you here.[2] Until then, adieu![0]
{2735}	FROGFUCIUS: Looks like your help[1] is needed in “Moleville”.[1] Go and see what you can do.[0]
{2736}	      Received a “Honey Syrup”[0]
{2737}	       Received a “Flower Tab”[0]
{2738}	          Found “Zoom Shoes”[0]
{2739}	         Received an “Amulet”[0]
{2740}	FROGFUCIUS: I have been thinking.[1] Is it possible that the bride at[1] Booster's Tower is the princess?[0]
{2741}	       Received an “Alto Card”[0]
{2742}	       Received an “Alto Card”[0]
{2743}	TOAD: Phew, my life was flashing[1] before my eyes for a second there.[2] Here's a little something in return.[0]
{2744}	TOAD: Phew, my life was flashing[1] before my eyes for a second there.[2] Here's a little something in return.[0]
{2745}	TOAD: Phew, my life was flashing[1] before my eyes for a second there.[2] Here's a little something in return.[0]
{2746}	TOAD: Phew, my life was flashing[1] before my eyes for a second there.[2] Here's a little something in return.[0]
{2747}	TOAD: Boy that was a close call.[2] Here's a token of my appreciation.[0]
{2748}	TOAD: Thanks for saving me![1] In my rush to tell the Chancellor,[1] I didn't watch where I was going.[2] Mushroom Kingdom's just ahead,[1] Mario. Let's hurry there.[0]
{2749}	              Get an item![0]
{2750}	 Ahem, then please allow me.[2] In order to use items, open up[1] the “Menu” screen.[2] With it, you can check your status[1] and coin count.[3] Push “X” to open it.[6]
{2751}	      Received a “Tenor Card”[0]
{2752}	       Received a “Mushroom”![0]
{2753}	    Received three “Mushrooms”![0]
{2754}	             Got a “Chomp”[0]
{2755}	     Received a “Soprano Card”[0]
{2756}	TOAD: Mario![1] You're forgetting something.[1] Come with me and I'll show you.[0]
{2757}	TOAD: Mario![1] You're forgetting something.[1] Come with me and I'll show you.[0]
{2758}	TOAD: Before you start off, it's[1] best to jump up on these boxes[1] and “Save” as often as possible.[3] In case of an emergency, you can[1] always start over from the last[1] place you saved.[0]
{2759}	TOAD: Hey Mario![2] Lots of people use something[1] called a “door” to go in and out[1] of their houses...[3] Anyway, I came by to pick up[1] Toadstool, since she's a bit late.[0]
{2760}	TOAD: Hey I thought the princess[1] was here with you, Mario![1] So where is she?[0]
{2761}	 Mario, what's with the silent[1] treatment?![2] You're not telling me something.[3] [12][12]It's Bowser again, isn't it?[2] Oh no, here we go again![3] Mario, would you please bring her[1] back, like you always do?[0]
{2762}	TOAD: If you're tired, just turn off[1] the “Fungi Light” for a snooze.[0]
{2763}	TOAD: You're back so soon![1] Did you forget something?[3] No?[12][12] What happened then?[0]
{2764}	TOAD: The bridge to Bowser's Keep[1] is out now?[2] Just wonderful...[3] We must inform the Chancellor of[1] Mushroom Kingdom at once![1] Let's go, Mario.[0]
{2765}	TOAD: Oops, excuse me![3] [43][12]Oh?[5][1] That bump on your head reduced[1] your “HP” level.[3] One of Mushroom Kingdom's[1] famous items ought to perk you[1] right up![0]
{2766}	 Do you know how to use items?[1]  [7] (I have no idea)[1]  [7] (Of course I do!)[0]
{2767}	        The door won't budge.[0]
{2768}	  They gaze into each other's eyes.[0]
{2769}	BOWSER: Mario, she's a bit shy.[2] Look the other way, will you?[0]
{2770}	BOOSTER: [1]                [12][12]A...[12][12]ha![0]
{2771}	TOADSTOOL: What should we do?![3] Booster is returning, isn't he?[2] I know! Hide somewhere and wait[1] until he opens the door.[0]
{2772}	BOOSTER: Right![3] Now, about the girl in my life,[1] who thinks I should marry her?[3] Well?[2] Speak up![0]
{2773}	SNIFIT 2: A wedding ceremony[1] would make a great PARTY![0]
{2774}	BOOSTER:[1] Ah, a party![2] We haven't had one of those.[3] It could be fun![2] So...what is a party?[0]
{2775}	SNIFIT 3: Well, you drink punch[1] and eat CAKE![1] ...I think.[0]
{2776}	SNIFIT 1: Boss, shouldn't we be[1] concentrating on the girl?[0]
{2777}	BOOSTER: Hmmm...[2] Drink punch...eat cake...?[1] It sounds...complicated.[3] I don't know if I can muster the[1] energy to do it...[2] Let's walk through it once![1] It's wedding rehearsal time![0]
{2778}	SNIFIT 1: [1] We will now begin the ceremony.[3] Walk down the aisle with the...[1] (hey someone make her smile!)[1] beautiful bride-to-be.[0]
{2779}	BOOSTER: Wait![2] Mario always shows up about now[1] to ruin the fun.[3] We've got to take that into[1] consideration, you know.[2] Someone go and get the Mario doll.[0]
{2780}	         You can move freely[1]         behind the curtains.[3]   Good luck hiding from Booster[1]            and his Snifits.[0]
{2781}	SNIFITS: [1]              It isn't here.[0]
{2782}	BOOSTER: Of course it's here![1] You lazy slobs couldn't find water[1] if you were fish![0]
{2783}	 It's behind those curtains![2] Number one, you go and look.[0]
{2784}	SNIFIT 1: [1]          Nope, it isn't here.[0]
{2785}	SNIFIT 1: [1]          Nope, it isn't here.[0]
